Vehicle,Calendar_Year,Model_Year,Blind_Make,Cat1,Cat2,Cat3,Cat6,Cat8,Cat9,Cat10,Cat11,Cat12,OrdCat,NVCat,NVVar1,NVVar2,NVVar3,Claim_Amount,Var2_Var4,Var1_Var5,Var3_Var6,Var7_Var8_NVVar4
1.155509898401059,1,0,0,9,2,2,2,0,0,1,2,3,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-1.2177716170551443,-1.335219360049893,-0.3346490761246062,0.5332803694900826
1.155509898401059,1,0,0,8,2,5,1,1,1,2,4,3,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.6051275511081856,-0.7593705241576367,-0.9972038209616754,-0.30371391276228493
-1.132747132128773,1,0,1,8,2,5,2,1,1,2,1,3,2,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,2.531609828769569,1.4670122485198096,1.936347940558969,-1.604703352051563
-1.132747132128773,0,0,1,8,2,5,2,1,1,1,4,5,2,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,2.531609828769569,1.4670122485198096,1.936347940558969,-1.604703352051563
1.155509898401059,1,0,0,2,2,4,4,1,1,2,4,5,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.503706561233423,-0.7025422528204994,-2.4348122243061328,3.1049849006233274
1.155509898401059,0,0,0,2,2,4,4,1,1,1,5,3,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.503706561233423,-0.7025422528204994,-2.4348122243061328,3.1049849006233274
-1.132747132128773,0,0,1,3,2,5,1,1,1,2,1,4,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.11501235561177334,-0.6363246078841238,-0.8396319846054467,0.2536197743955939
1.155509898401059,0,0,0,8,2,4,4,1,0,2,3,5,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.1756592394725776,-0.12021439768339105,0.03082622739039831,-0.26791458097567905
1.155509898401059,1,0,0,8,2,4,4,1,0,1,4,4,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.1756592394725776,-0.12021439768339105,0.03082622739039831,-0.26791458097567905
-1.132747132128773,1,0,0,9,2,1,4,1,1,2,5,3,4,0,3.8240927151937787,-0.3235048476329229,-0.3087871812718318,0.0,0.9271000219707936,-0.17369599100220726,-0.6812458603526387,-0.0603789664600846
-1.132747132128773,0,0,0,9,2,1,4,1,1,2,4,5,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.9271000219707936,-0.17369599100220726,-0.6812458603526387,-0.0603789664600846
1.155509898401059,1,0,0,7,2,2,4,1,0,2,4,2,5,0,3.8240927151937787,-0.3235048476329229,-0.3087871812718318,0.0,-1.891062566862907,-0.20549571333452427,-1.8193658538281747,2.2299544301215466
1.155509898401059,0,0,0,7,2,2,4,1,0,2,5,5,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-1.891062566862907,-0.20549571333452427,-1.8193658538281747,2.2299544301215466
1.155509898401059,1,0,1,6,2,5,2,1,1,1,5,4,2,0,3.8240927151937787,-0.3235048476329229,-0.3087871812718318,0.0,1.2946864901695458,1.1292009773979301,1.5347951169675547,-1.4469531656212231
1.155509898401059,0,0,1,6,2,5,2,1,1,1,2,3,2,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,1.2946864901695458,1.1292009773979301,1.5347951169675547,-1.4469531656212231
-1.132747132128773,1,0,0,7,2,5,3,1,1,1,5,3,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.5466432442001152,1.0569480071084387,1.108934075214341,0.7646782692720564
-1.132747132128773,0,0,0,7,2,5,3,1,1,2,2,3,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.5466432442001152,1.0569480071084387,1.108934075214341,0.7646782692720564
1.155509898401059,1,0,0,7,2,2,4,1,0,2,3,5,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.1980020796244126,-0.20549571333452427,-1.8193658538281747,2.2299544301215466
1.155509898401059,0,0,0,7,2,2,4,1,0,2,1,4,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.1980020796244126,-0.20549571333452427,-1.8193658538281747,2.2299544301215466
-1.132747132128773,1,0,0,7,2,4,4,1,1,1,5,3,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.1980020796244126,-0.2885543957181581,-1.8193658538281747,1.8060172212651153
1.155509898401059,1,0,0,1,2,5,4,1,1,2,5,5,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-1.4628292148033504,-2.1809459595871425,-1.865319679953864,1.5250044902046231
1.155509898401059,1,0,0,7,1,4,2,1,0,2,4,5,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.5466432442001152,1.561675497446822,0.7034352150350841,-0.08599867862402795
1.155509898401059,1,0,0,7,2,2,3,0,0,2,5,4,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.9727140193069381,0.4717801044888821,-0.6175837199582555,1.1914508055036614
-1.132747132128773,1,0,0,7,1,5,3,1,1,2,5,4,4,0,2.802340241818533,-0.3235048476329229,-0.3087871812718318,0.0,0.21668000904678303,1.1529794681725394,1.1908719974537818,0.2026074130153514
-1.132747132128773,0,0,0,7,1,5,3,1,1,1,1,4,4,0,2.802340241818533,-0.3235048476329229,-0.3087871812718318,0.0,0.21668000904678303,1.1529794681725394,1.1908719974537818,0.2026074130153514
1.155509898401059,1,0,0,4,2,5,3,1,1,2,5,3,4,0,2.802340241818533,-0.3235048476329229,-0.3087871812718318,0.0,-1.818065156610945,1.4704848000912432,0.6539601530051296,-0.16043193286913882
1.155509898401059,0,0,0,5,2,4,3,1,0,1,5,3,4,0,2.802340241818533,-0.3235048476329229,-0.3087871812718318,0.0,-1.8279455491206706,0.619007659055721,0.45597534848460775,-0.3165954668742881
1.155509898401059,1,0,0,5,2,4,3,1,0,0,5,4,4,0,2.802340241818533,-0.3235048476329229,-0.3087871812718318,0.0,-1.8279455491206706,0.619007659055721,0.45597534848460775,-0.3165954668742881
1.155509898401059,0,0,0,2,2,4,3,1,0,2,3,5,4,0,2.802340241818533,-0.3235048476329229,-0.3087871812718318,0.0,-0.7883032338430931,0.7513949622320939,-0.07492833465549656,1.2668275546000416
1.155509898401059,1,0,0,2,2,4,3,1,0,2,4,5,4,0,2.802340241818533,-0.3235048476329229,-0.3087871812718318,0.0,-0.7883032338430931,0.7513949622320939,-0.07492833465549656,1.2668275546000416
-1.132747132128773,1,0,1,7,2,1,2,1,1,2,5,5,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.25380914373947366,1.1067276917558755,0.3520025421531906,0.42040140841403756
-1.132747132128773,0,0,1,7,2,1,2,1,1,0,0,4,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.25380914373947366,1.1067276917558755,0.3520025421531906,0.42040140841403756
1.155509898401059,1,0,0,8,2,4,4,1,0,1,5,4,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.1756592394725776,-0.12021439768339105,0.03082622739039831,-0.1226341914034113
1.155509898401059,0,0,0,8,2,4,4,1,0,2,4,3,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.1756592394725776,-0.12021439768339105,0.03082622739039831,-0.1226341914034113
-1.132747132128773,0,0,0,7,2,4,1,1,0,2,5,4,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-3.668347665976766,-2.0114670364196754,-2.7943818744734408,3.0414445168714166
1.155509898401059,1,0,1,7,2,5,1,1,1,2,5,5,6,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.7487641588447462,-2.6314559388016097,-2.988020227074491,2.9261580161830425
1.155509898401059,0,0,1,9,2,1,4,1,1,2,3,4,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.9727140193069381,-2.609441367624287,-1.607347351246813,0.3022834979796535
1.155509898401059,1,0,0,7,2,4,1,1,0,2,5,5,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-3.668347665976766,-2.0114670364196754,-2.7943818744734408,3.0414445168714166
1.155509898401059,1,0,1,9,2,1,4,1,1,1,4,3,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.9727140193069381,-2.609441367624287,-1.607347351246813,0.3022834979796535
1.155509898401059,1,0,1,9,2,1,4,1,1,2,5,4,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-0.9727140193069381,-2.609441367624287,-1.607347351246813,0.3022834979796535
-1.132747132128773,1,1,0,5,2,5,4,1,1,2,4,4,4,0,-0.26291735707486824,-0.3235048476329229,4.5688536411547265,0.0,-1.2177716170551443,-0.07390719451182945,0.014790496321737845,1.2005076724877042
-1.132747132128773,0,0,1,5,2,4,3,1,0,2,5,3,4,0,-0.26291735707486824,-0.3235048476329229,4.5688536411547265,0.0,-0.7276563499822887,1.123394939049202,0.8554750556405488,0.6309705704966678
1.155509898401059,1,0,0,4,2,5,4,1,0,1,5,5,5,0,-0.26291735707486824,-0.3235048476329229,4.5688536411547265,0.0,-2.320530878498515,0.9831679146449666,-0.06861553468384951,1.0286868808130647
1.155509898401059,1,0,1,5,2,4,3,1,0,2,2,5,4,0,-0.26291735707486824,-0.3235048476329229,4.5688536411547265,0.0,-0.7276563499822887,1.123394939049202,0.8554750556405488,0.6309705704966678
1.155509898401059,0,0,0,7,2,2,3,0,0,2,5,4,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-1.033607880767664,0.46347422926744675,-0.6183221079311709,1.055748859525557
-1.132747132128773,1,0,0,2,2,4,3,1,0,2,3,5,4,0,-0.26291735707486824,2.8644979173206573,-0.3087871812718318,0.0,-0.4813637210815879,1.2160723518671808,0.20989023174793503,1.3724453953636175
1.155509898401059,1,0,0,6,1,5,2,1,1,2,2,5,2,0,-0.26291735707486824,2.8644979173206573,-0.3087871812718318,0.0,1.3800861543509582,1.6610057199284243,1.7529907039792463,-1.3271461430520217
1.155509898401059,0,0,1,4,2,5,3,1,1,2,2,5,4,0,-0.26291735707486824,2.8644979173206573,-0.3087871812718318,24.20559,-0.36006995335997943,0.6819895493142897,0.1484256555203427,-0.8494336844471685
1.155509898401059,1,0,1,4,2,5,3,1,1,1,5,3,4,0,-0.26291735707486824,2.8644979173206573,-0.3087871812718318,0.0,-0.36006995335997943,0.6819895493142897,0.1484256555203427,-0.8494336844471685
-1.132747132128773,1,0,1,8,2,5,3,1,1,2,5,5,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.13004531371287606,0.6522940267548797,1.0592632166328302,-0.7120688561458591
-1.132747132128773,0,0,1,8,2,5,3,1,1,2,2,4,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.13004531371287606,0.6522940267548797,1.0592632166328302,-0.7120688561458591
1.155509898401059,1,0,1,9,2,2,4,1,0,2,4,5,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.6881173466972674,-2.679701061481385,-1.7936228698526482,1.2883294332181396
1.155509898401059,0,0,1,9,2,2,4,1,0,2,5,4,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.6881173466972674,-2.679701061481385,-1.7936228698526482,1.2883294332181396
1.155509898401059,1,0,0,7,2,3,2,1,1,1,2,5,4,0,-0.26291735707486824,2.8644979173206573,-0.3087871812718318,0.0,0.6251007053957099,1.3777519605183666,0.9250341875542658,0.4975693192061565
-1.132747132128773,1,0,0,8,2,5,3,1,1,2,5,5,2,0,-0.26291735707486824,2.0674971476818857,-0.3087871812718318,0.0,0.8132165843170387,0.8989701672023551,1.128397537160324,-0.9089674930222567
-1.132747132128773,0,0,0,8,2,5,3,1,1,2,5,4,2,0,-0.26291735707486824,2.0674971476818857,-0.3087871812718318,0.0,0.8132165843170387,0.8989701672023551,1.128397537160324,-0.9089674930222567
1.155509898401059,1,0,0,8,2,4,3,1,1,2,1,3,2,0,-0.26291735707486824,2.0674971476818857,-0.3087871812718318,0.0,1.110275776282144,0.8555030115132419,1.1492535437030145,-0.43018399689687575
-1.132747132128773,1,0,1,9,2,3,4,1,1,2,5,2,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.25257411258697915,-2.4115799170365957,-1.287919373533118,0.3765549343215474
-1.132747132128773,0,0,1,9,2,3,4,1,1,2,5,5,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.25257411258697915,-2.4115799170365957,-1.287919373533118,0.3765549343215474
1.155509898401059,1,0,0,7,2,4,1,1,1,2,2,5,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.1980020796244126,-1.9242553815099646,-1.8901461441671907,2.3405063700080087
1.155509898401059,0,0,0,7,2,4,1,1,1,2,5,3,5,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,-2.1980020796244126,-1.9242553815099646,-1.8901461441671907,2.3405063700080087
-1.132747132128773,1,0,1,8,2,5,4,1,1,2,5,3,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.37510291146108216,-0.0244676503785759,0.2525430449550322,-0.56162514680591
-1.132747132128773,0,0,1,8,2,5,4,1,1,1,4,4,4,0,-0.26291735707486824,-0.3235048476329229,-0.3087871812718318,0.0,0.37510291146108216,-0.0244676503785759,0.2525430449550322,-0.56162514680591
-1.132747132128773,0,0,0,4,2,2,2,1,1,0,0,5,2,0,-0.26291735707486824,2.8644979173206573,-0.3087871812718318,0.0,1.2704277366252241,1.485332561370948,1.109654798424985,-0.5705472042660374
